ID,GoogleMapsID,Name,Types,Address,Phone Number,International Phone Number,Opening hours,Website,Operational,Rating,Total Reviewers,Reviews,Wheelchair Accessible,Latitude,Longitude
49,ChIJdyDA_jltVhMR8OtaYrkgnKQ,Winery „Popova kula“,"['liquor_store', 'lodging', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']","Wine Boulevard No.1, Demir Kapija",076 432 630,+389 76 432 630,"['Monday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200911:30\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200911:30\u202fPM']",http://www.popovakula.com.mk/,OPERATIONAL,4.5,570,"[{'review_author': 'James Thompson', 'rating': '2', 'text': ""The food and wine are very good with great restaurant service.\n\nBUT.... the accommodation is very basic.\n\n* A queen room is 2 x very cheap single beds. Extremely uncomfortable\n\n* There is no tea or coffee facilities.\n\n* The telephone to reception doesn't work.\n\n* The minibar is not sufficient.\n\n* There is no working WIFI, other than in reception.\n\n* No working TV\n\n* The reception staff are most unhelpful.\n\n* Access to the property is along a very poor dirt road.\n\n* The photos look nice, but so do all photos....\n\nRecommend staying somewhere more comfortable."", 'relative_time_description': 'a month ago'}, {'review_author': 'Dana', 'rating': '5', 'text': ""We made a stop from our way from Greece and it was a perfect and peaceful accommodation to pick. Food was okay, but wine... oh, man! I am a wine lover and you must try their Classic Vranec! If you love red dry wine you will fall in love with this one. We bought a few bottles to have it at our home too. We'll definitely come again. The staff was friendly too and the beds were comfy, the atmosphere and the view were lovely."", 'relative_time_description': '2 months ago'}, {'review_author': 'Henk de Lange', 'rating': '4', 'text': ""We had a lovely stay at the winery. We enjoyed the room with air conditioning, the wine, the food, the people and of course the views over the wine field. What a pity that some details were not ok. The wifi is having bad a connection while there are many access points. The two TV's gave both no signal. The road is being improved. And the weather was superb!"", 'relative_time_description': 'a month ago'}, {'review_author': 'Jeremy Deniel Vér', 'rating': '3', 'text': 'Beautiful place, very big room, they knew English (good thing).\n\nThe room was a littlebit dirtier than expected, but not as much to be a problem. The jacuzzi and the TV did not work sadly,  the Wifi had a poor signal.\n\nDespite of theese, it was a good experience in overall.', 'relative_time_description': '2 months ago'}, {'review_author': 'Ingrid', 'rating': '5', 'text': ""Do yourself a favour when you are in North Macedonia & go to this Winery & stay at the hotel for a couple of nights you won't be disappointed.\n\nWe stayed in the main part of the hotel & just loved the original beautiful place it is.\n\nWe did a tour (free & highly recommend) Elena told us about the very beginnings of Popova Kula, where the name originated & her passion clearly showed. We entered the tower & was blown away about the views & the true Macedonian style.\n\nThen the food!!! Just so good it was a joy to eat and drink their beautiful wine & the waiters where happy to talk so we learned lots about Macedonia.\n\nMet the ladies that clean the rooms & they quickly replenished the bathroom & made sure all was okay\n\nHighly recommend."", 'relative_time_description': '2 months ago'}]",True,41.410885,22.226565
50,ChIJm6zeDuRlVhMR3itUdp_hF2w,Zaharchev Winery and Distillery,"['food', 'point_of_interest', 'establishment']","Kosovska 16, Kavadarci",070 253 103,+389 70 253 103,"['Monday: 2:00\u2009–\u200910:00\u202fPM', 'Tuesday: 2:00\u2009–\u200910:00\u202fPM', 'Wednesday: 2:00\u2009–\u200910:00\u202fPM', 'Thursday: 2:00\u2009–\u200910:00\u202fPM', 'Friday: 2:00\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']",https://www.zaharchev.mk/,OPERATIONAL,5.0,14,"[{'review_author': 'Roza Trajkovikj', 'rating': '5', 'text': ""I have tasted all of Zaharchev's wines and I can say that Zaharcher Family Winery is THE winery for those savoring good wines, appreciating local varieties and supporting small local producers. They offer a whole range of local varieties specific to Macedonia and the Balkans - Plovdina (rose) being my favorite one, on a par with Stanushina (white ane rose). From the red wines I highly recommend Vranec (very powerful wine with full body) and Prokupec which, once neglected in this regions, is brought back to our tables, offering excellent quality and very distinct taste.\nCheers!"", 'relative_time_description': '2 months ago'}, {'review_author': 'Vladimir Kunovski', 'rating': '5', 'text': 'Small family winery from Tikvesh region.\nEvery vine is made from unique Macedonian and Balkan grapes varieties. Stanushuna, Temjanika, Plovdina, Vranec and Prokupec.\nGood choice for every palate.\n\nThe home made grape syrup - Madjun, typical for the region, is full of natural resveratrol and antioxidants.', 'relative_time_description': '2 months ago'}, {'review_author': 'Angelina Stojanoska', 'rating': '5', 'text': ""Impeccable quality and remarkable taste make Zaharcev Winery's wines a memorable experience. If you're seeking exceptional wines, look no further. Highly recommend trying their outstanding selection!"", 'relative_time_description': '2 months ago'}, {'review_author': 'Daniel Unevski', 'rating': '5', 'text': ""Zaharchev Winery and Distillery is a great place to experience Macedonian wine and hospitality to the fullest. The owner Gjore and his father, Trajche are passionate about winemaking and will be happy to share their family's wine story, which lasts for over three centuries. I highly recommend you the Prokupec Barrique and Stanusina"", 'relative_time_description': '2 months ago'}, {'review_author': 'Angelina Stamatoska', 'rating': '5', 'text': ""if you are looking for one of the finest traditions of winemaking, passed down through generations, be sure to check out for Zaharchev Winery & Distillery.\nWe've been there on a wine tasting tour, where we had the pleasure to met the owner and winemaker Gjore who gave as an outstanding  opportunity to get familiar with the remarkable taste on a variety of wines, as well as rakija with affordable prices."", 'relative_time_description': '2 months ago'}]",,41.4360468,22.0048696
51,ChIJcd6RyOt7VhMRQgC0X5PG-UQ,Winery „Lazar“,"['food', 'point_of_interest', 'establishment']","Naseleno mesto bez ulicen sistem MK, Stobi, Palikura",071 281 566,+389 71 281 566,"['Monday: 12:00\u2009–\u20099:00\u202fPM', 'Tuesday: 12:00\u2009–\u20099:00\u202fPM', 'Wednesday: 12:00\u2009–\u20099:00\u202fPM', 'Thursday: 12:00\u2009–\u20099:00\u202fPM', 'Friday: 12:00\u2009–\u20099:00\u202fPM', 'Saturday: 12:00\u2009–\u20099:00\u202fPM', 'Sunday: 12:00\u2009–\u20099:00\u202fPM']",http://www.lazarwinery.mk/,OPERATIONAL,4.8,305,"[{'review_author': 'maxime garenaux', 'rating': '5', 'text': 'Highly recommended place to stay and enjoy a large selection of good wines and food during your holidays. The old city of Stobi is 500m away across the highway which you do not hear from the place. The food from the restaurant is particularly good and well presented. We would recommend it with the wine pairing. The waiter (who speaks English) gives good description and advice of the wines and make sure you have a perfect time here.', 'relative_time_description': '5 months ago'}, {'review_author': 'Zorica Boljanović', 'rating': '5', 'text': 'We stopped by to have lunch on the way back from our vacation. The food was great, everything was delicious and portions were more than enough. The ambiance was peaceful, and prices were more than affordable. Lunch for 4 people, with drinks plus some side dishes was 50eur. Next time we plan to stay overnight. Definitely recommend!', 'relative_time_description': '4 months ago'}, {'review_author': 'Jelmer W', 'rating': '5', 'text': 'Excellent location to have a bit to eat and drink some good wines. Best winery for us in Macedonia.\n\nThe food is good and the wines are rich in flavor. The best part about the winery, however, is its level of service. We initially stumbled upon the place wanting to get a coffee but ended up having lunch (carp and risotto) with a wine tasting. As we had to drive our server suggested letting us taste half glasses of their white wines. He was funny, knowledgeable and helpful.\n\nDefinitely recommend going here if you are passing by or visiting the ruins of Stobi.', 'relative_time_description': '6 months ago'}, {'review_author': 'Norbert Tirica', 'rating': '5', 'text': 'Very nice and clean place with tasty and various foods and drinks and professional waiters. Very good place for who drive on a Nord Macedonia’s highway from south to north, only a few hundreds meters from the highway.', 'relative_time_description': 'a month ago'}, {'review_author': 'Skogen', 'rating': '5', 'text': 'I would like to comment just restaurant which we visited on our way to Stobi. Cuisine really surprised us. Modern, tasty with delicious wine. Nothing like this I meet in Macedonia. Worth to stop on your way to or from Greece. Prices around 15€ on person.', 'relative_time_description': '3 months ago'}]",True,41.546456,21.9724705
52,ChIJH3QX5VJwVhMRQz6OKlr6MZY,Winery „Pivka“,"['food', 'point_of_interest', 'establishment']",107,043 371 416,+389 43 371 416,"['Monday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 7:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: Closed']",http://www.winerypivka.com.mk/,OPERATIONAL,5.0,2,"[{'review_author': 'Zorica Beguš', 'rating': '5', 'text': 'All recommendations for the wonderful Andov family, great professionals and wines of perfect quality. For years, on our way back from vacations, we make sure to stop by and delight ourselves and our friends with the most beautiful wines of this beautiful region.', 'relative_time_description': '2 years ago'}, {'review_author': 'Blagoj Divitarov', 'rating': '5', 'text': 'Relaxed', 'relative_time_description': '5 years ago'}]",,41.49194869999999,22.093001
53,ChIJpakyuTFxVhMR_EjfaTM9PW0,Family Winery „Nalej“,"['food', 'point_of_interest', 'establishment']",Timjanik,071 963 630,+389 71 963 630,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,OPERATIONAL,5.0,2,"[{'review_author': 'Verica Šarac', 'rating': '5', 'text': '', 'relative_time_description': 'a month ago'}, {'review_author': 'Mence Pendevska', 'rating': '5', 'text': '', 'relative_time_description': '2 months ago'}]",,41.4688812,22.0836355
54,ChIJD5iYCoplVhMRX4S-I8otEHI,Family Winery „Peškov“,"['food', 'point_of_interest', 'establishment']","C2G3+7HV, Kavadarci",070 204 799,+389 70 204 799,[],,OPERATIONAL,4.6,10,"[{'review_author': 'Rolan Sanjuan', 'rating': '5', 'text': 'Exelent family cellar. They are very kind and know a lot about wine. The place is very nice and the wines are delicious.\nA place to come back.', 'relative_time_description': '2 months ago'}, {'review_author': 'Alek', 'rating': '5', 'text': 'Excellent family winery, organic vino and chapagne', 'relative_time_description': '11 months ago'}, {'review_author': 'Sam Gaanderse', 'rating': '5', 'text': 'Delicious wines and very friendly people.', 'relative_time_description': 'a month ago'}, {'review_author': 'Ondřej Velíšek', 'rating': '5', 'text': 'Great wine, great experience. Thank you.', 'relative_time_description': '6 months ago'}, {'review_author': 'Daniel Haman', 'rating': '5', 'text': 'An excellent family winery run by the youngest member of the family. It was a bit difficult to find, but it was worth it. The wines are of top quality.', 'relative_time_description': '7 months ago'}]",,41.4257402,22.0039119
55,ChIJ-y85mZ1lVhMRsDJ9TUrkyR4,Winery „Badi“,"['food', 'point_of_interest', 'establishment']","Pere Toshev 3, Kavadartsi 1430",077 832 746,+389 77 832 746,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://www.instagram.com/badiwinery/?hl=en,OPERATIONAL,5.0,11,"[{'review_author': 'Ivan Hinić', 'rating': '5', 'text': 'AWSOME wine, an small humble winery, one-man show( Badi-the owner is an great guy), definitely worth a visit', 'relative_time_description': 'a month ago'}, {'review_author': 'Igor Stojanoski', 'rating': '5', 'text': ""Excellent tasting. A wonderful wine. And an even more beautiful majun.\nLet's not forget the wine 🥃"", 'relative_time_description': 'a year ago'}, {'review_author': 'Bojan Bobi', 'rating': '5', 'text': 'The best wines', 'relative_time_description': '10 months ago'}, {'review_author': 'Vesna Poposka', 'rating': '5', 'text': '', 'relative_time_description': 'a year ago'}, {'review_author': 'Tim Arsov', 'rating': '5', 'text': '', 'relative_time_description': '3 weeks ago'}]",,41.4321479,22.0061189
56,ChIJibR19sRxVhMRurAbtiRiA20,Notkov Winery,"['food', 'point_of_interest', 'establishment']","Leninova 35, Negotino",071 229 766,+389 71 229 766,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,OPERATIONAL,0.0,0,[],,41.48324,22.0946753
57,ChIJbUOE48B6VhMRt6WbQXwj0r8,Winery „Popov“,"['food', 'point_of_interest', 'establishment']","F2RC+JH6, Sopot",043 551 000,+389 43 551 000,[],http://popovwinery.com.mk/,OPERATIONAL,4.6,30,"[{'review_author': 'Baba Zumbula', 'rating': '4', 'text': ""Unfortunately, I've never been there (still), but their wines are excellent, especially their reds!"", 'relative_time_description': '2 years ago'}, {'review_author': 'Stefan Kocovski', 'rating': '5', 'text': 'Perfect wines', 'relative_time_description': 'a year ago'}, {'review_author': 'Cristian Muir', 'rating': '5', 'text': 'Fantastic', 'relative_time_description': 'a year ago'}, {'review_author': 'Dime Cvetkov', 'rating': '5', 'text': 'Excellent', 'relative_time_description': '5 years ago'}, {'review_author': 'Goran Dimeski', 'rating': '4', 'text': 'Nice wines', 'relative_time_description': '5 years ago'}]",True,41.4915359,22.0213826
58,ChIJ0_qpcz5tVhMRav04DAcF7gg,Кралска винарија „Кралица Марија“,"['food', 'point_of_interest', 'establishment']",Marshal Tito 63,043 446 500,+389 43 446 500,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fAM']",http://www.wineryqueenmaria.com/,OPERATIONAL,4.6,592,"[{'review_author': 'dejan tosevski', 'rating': '5', 'text': 'Excellent location on a large area. Large parking lot. Helpful waiters and delicious food. They have one of the best wines in the region.', 'relative_time_description': '2 months ago'}, {'review_author': 'Pete I', 'rating': '5', 'text': ""Amazing place, professional and knowledgeable staff, and very good food. Rooms are new and clean. Food and wine pairing with up to 5 meal courses available. Can't recommend this place enough."", 'relative_time_description': '5 months ago'}, {'review_author': 'Craig Marsh', 'rating': '4', 'text': ""We wanted a wine tasting but it wasn't clear if there was a place to do it and unfortunately they didn't speak enough English to really figure it out.\nWe stayed for a glass of wine in the restaurant which was very good though and the grounds are stunning. Peacocks walking around and lovely views of the vineyards."", 'relative_time_description': 'a year ago'}, {'review_author': 'Biljana Tanevska', 'rating': '3', 'text': 'Polite staff, tasty food, pet friendly. The big problem for me and other clients with children is that smoking is allowed in the restaurant. It was freezing in the rooms.', 'relative_time_description': '11 months ago'}, {'review_author': 'Nikolina', 'rating': '5', 'text': 'Excellent place with great food and exceptional wine list. They have kids menu and closed playground for the youngest. We came here on a rainy day and while we did enjoy the restaurant we had to come back for a second time just to walk around and enjoy the nature.\nIts very beautiful,peaceful and fulfilling', 'relative_time_description': '2 years ago'}]",True,41.41392,22.233563
59,ChIJncrr3FNxVhMRftvAE4j7mTY,Family Winery „Tomov“,"['liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",Timjanik,076 808 994,+389 76 808 994,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://family-winery-tomov.business.site/?utm_source=gmb&utm_medium=referral,OPERATIONAL,5.0,7,"[{'review_author': 'Hypermk', 'rating': '5', 'text': 'Very good and great experience', 'relative_time_description': '3 months ago'}, {'review_author': 'Katarzyna FJ', 'rating': '5', 'text': 'Wonderful place. Delectable owner. Delicious wine and great Rakija. We will be back for sure.', 'relative_time_description': '2 months ago'}, {'review_author': 'Maros Reken', 'rating': '5', 'text': 'Good Wine phrases 👍', 'relative_time_description': '3 months ago'}, {'review_author': 'Talka Blazevska', 'rating': '5', 'text': '', 'relative_time_description': '11 months ago'}, {'review_author': 'Robert Blazevski', 'rating': '5', 'text': '', 'relative_time_description': '11 months ago'}]",,41.4676689,22.0844239
60,ChIJVUQLkQplVhMR8VcH0GothLk,Ivanov Winery,"['food', 'point_of_interest', 'establishment']","MK MK, Igman 11, Kavadarci",075 350 084,+389 75 350 084,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,OPERATIONAL,5.0,1,"[{'review_author': 'Spaso Mitrovski', 'rating': '5', 'text': '', 'relative_time_description': '5 months ago'}]",,41.4358661,22.0053509
61,ChIJi-Nf-9VlVhMRUp0SY3NEJ90,Jakovlevski winery,"['food', 'point_of_interest', 'establishment']","4th of July 16, Kavadarci",,,[],,OPERATIONAL,0.0,0,[],,41.4380905,22.0098042
62,ChIJMYidOO9pVhMR17K7j6ywI3Y,Winery „Grkov“,"['point_of_interest', 'establishment']",109,02 309 2641,+389 2 309 2641,[],,OPERATIONAL,4.5,4,"[{'review_author': 'Goran A', 'rating': '5', 'text': 'Grkov winery is situated 26 km away from Kavadarci, on the foothils of Kozuf mountain in the village Krnjevo. The total production capacity is 120.000 liters with a possibility of increasing.\nWhere the Sun kisses the freshness and creates the most tasteful wine, the love poured in a glass of Pinot Noir, Merlot and Cabernet Sauvignon from the wine cellar Grkov, only beautifies and continue Macedonian wine history.\nThe winery “Grkov” has a production capacity of 120000 litres of wine. The raw materials for our production are our own with total of 11 hectares of grape plantations near the winery at the altitude 550m. The terrain of Krnjevo, as well as the climate, the altitude provide perfect condition for a high quality grapes such as Pinot Noir, Merlot and Cabernet Sauvignon.\nWe used first-class imported planting material while planting the grape plantations.\nThe grape quality depends on the characteristic climate which is a mixture of the Mediterranean climate under the influence of the Aegean Sea in the south and the continental climate influenced by the mountain Kozuf in the north.\nIn the first quarter of 2007 the grape plantations were certified for organic production with the goal to give the final product an organic auspice.', 'relative_time_description': '11 years ago'}, {'review_author': 'Martin Josevski', 'rating': '5', 'text': '', 'relative_time_description': '3 years ago'}, {'review_author': 'Aleksandar Ristovski', 'rating': '4', 'text': '', 'relative_time_description': '5 years ago'}, {'review_author': 'Zivko Brajkovski', 'rating': '4', 'text': '', 'relative_time_description': 'a year ago'}]",,41.3125587,22.1266275
63,ChIJBdNGt9llVhMR2m2SDzUV02o,Winery „Eros“,"['food', 'point_of_interest', 'establishment']","MK, Marshal Tito 59, Marena",071 375 795,+389 71 375 795,"['Monday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: Closed']",,OPERATIONAL,4.4,9,"[{'review_author': 'Marjan Davcev', 'rating': '5', 'text': 'Super', 'relative_time_description': '9 months ago'}, {'review_author': 'Angelko Sajkov', 'rating': '5', 'text': '', 'relative_time_description': '5 months ago'}, {'review_author': 'Jane Stavrov', 'rating': '5', 'text': '', 'relative_time_description': '4 months ago'}, {'review_author': 'Gjore Zaharchev', 'rating': '5', 'text': '', 'relative_time_description': 'a year ago'}, {'review_author': 'Goran Sotirov', 'rating': '5', 'text': '', 'relative_time_description': 'a year ago'}]",,41.4667585,22.0301764
64,ChIJy1BQcORpVhMRxhAHDwACTSM,Traikovsky Wines & Spirits,"['food', 'point_of_interest', 'establishment']","109, Krnjevo",043 370 287,+389 43 370 287,[],http://www.traikovsky.com/,OPERATIONAL,4.0,8,"[{'review_author': 'Dimitra Fonceva', 'rating': '5', 'text': '', 'relative_time_description': 'a year ago'}, {'review_author': 'Dobrinco Dimitrov', 'rating': '1', 'text': '', 'relative_time_description': '5 years ago'}, {'review_author': 'Zorančo Ristov', 'rating': '5', 'text': '', 'relative_time_description': '4 years ago'}, {'review_author': 'Martina Ilievska', 'rating': '1', 'text': '', 'relative_time_description': '5 years ago'}, {'review_author': 'Antonio Todorov', 'rating': '5', 'text': '', 'relative_time_description': '5 years ago'}]",,41.3069873,22.1272005
65,ChIJhe7WrLBpVhMRZ060JgHsc-0,Krnjevo - BAROVO winery and vineyards,"['food', 'point_of_interest', 'establishment']",109 1437,,,[],https://tikves.com.mk/en/domaine-barovo/,OPERATIONAL,0.0,0,[],,41.3154884,22.1280649
66,ChIJ25agap5lVhMRLu8i82C9FKQ,Winery „Ilijevi“,"['food', 'point_of_interest', 'establishment']","C2MH+X8J, Kavadarci",,,[],,OPERATIONAL,4.9,7,"[{'review_author': 'Stefanija Trajkova', 'rating': '5', 'text': 'The best wine is the one we drink with friends, the one  produced in winery Ilijevi :)', 'relative_time_description': '4 years ago'}, {'review_author': 'Ilija Ilijev', 'rating': '5', 'text': 'Excellent wines', 'relative_time_description': '6 years ago'}, {'review_author': 'SB', 'rating': '4', 'text': '', 'relative_time_description': 'a year ago'}, {'review_author': 'mitko srnjakov', 'rating': '5', 'text': '', 'relative_time_description': 'a year ago'}, {'review_author': 'Sonja Tonevska', 'rating': '5', 'text': '', 'relative_time_description': '4 months ago'}]",,41.43495069999999,22.0282654
67,ChIJQVCrbZdlVhMR4nQgwIN8gtw,МГ Винарија / MG-Winery,"['food', 'point_of_interest', 'establishment']","Industriska 2, Kavadarci",070 253 465,+389 70 253 465,[],,OPERATIONAL,0.0,0,[],,41.4424115,21.9999839
68,ChIJl2b5-GQlVxMRRg3rp_uyWFs,Ciflik Winery,"['tourist_attraction', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']","2 br.18 Brusnik, Bitola",078 305 369,+389 78 305 369,"['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200912:00\u202fAM']",http://www.ciflikwinery.com/,OPERATIONAL,4.5,664,"[{'review_author': 'Stefan Petrov', 'rating': '3', 'text': ""Good food but MY GOD, the last three times I visited it took them over an hour to deliver the food. Painfully slow.\n\nWe didn't even order anything fancy, just normal chicken and steaks. Be prepared for a 2 hour dining experience."", 'relative_time_description': '2 weeks ago'}, {'review_author': 'Anastasija Ilievska', 'rating': '4', 'text': 'Location is perfect,beautiful view and is away from the busy streets of the city. The staff is always welcoming, restaurant is always busy but remains clean! Food is delicious,certain foods come in smaller portions than expected,prices unfortunately are a bit expensive compared to restaurants in the city,but only top quality and always delicious!', 'relative_time_description': '2 months ago'}, {'review_author': 'Sven', 'rating': '5', 'text': 'One of the best places i have ever been to. The staff there is really friendly, they learn you things about Macedonia and their food and drinks. The restaurant is perfect and food is delicious. Would absolutely recommend this place!', 'relative_time_description': '3 months ago'}, {'review_author': 'Aneta Smilevska', 'rating': '4', 'text': 'We ate dinner here. The food was good and and the server was great. The only thing that was disappointing was the white wine. They served white wine that was older than 2 years. Our wines were from 2018 and 2020, they did not taste very nice.', 'relative_time_description': '2 months ago'}, {'review_author': 'Stefani Paunoska', 'rating': '5', 'text': 'I had an amazing experience at Čiflik. We ordered a tasting menu with wine pairing and they did a great job. Everything was delicious, creative and very well prepared. Our server was Toni and his service was incredible! He is the best server Ive seen so far in Macedonia. This is my favorite restaurant in Bitola and I would definitely go there many more times.', 'relative_time_description': '3 months ago'}]",True,41.0319937,21.2929092
69,ChIJpQh2dD7rVhMRPAhHv6_3g1U,Sarika Winery,"['food', 'point_of_interest', 'establishment']","Mirche Acev 128, Prilep",071 278 316,+389 71 278 316,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,OPERATIONAL,5.0,5,"[{'review_author': 'Tome Lazarovski', 'rating': '5', 'text': 'The best wines and rakijas, I have ever tasted in my life!', 'relative_time_description': '3 months ago'}, {'review_author': 'Dejan Nikoloski', 'rating': '5', 'text': ""Wine for the soul. Those who have tried it know, I know exactly, and those who haven't tried it, don't wait. Made for your soul."", 'relative_time_description': '2 years ago'}, {'review_author': 'Mile Trajkoski', 'rating': '5', 'text': 'Those who have tried it know and those who have not tried it will not regret it, RESPECT Sarika Winery 🍷🥂🍷', 'relative_time_description': '2 years ago'}, {'review_author': 'Elena Petreska', 'rating': '5', 'text': '', 'relative_time_description': 'a year ago'}, {'review_author': 'Marko', 'rating': '5', 'text': '', 'relative_time_description': '8 months ago'}]",,41.3403377,21.5624017
70,ChIJBRSaLEQkVxMRI41uE6NIprQ,Винарска визба Лозар,"['point_of_interest', 'establishment']","28XW+2V9, Bitola",076 377 330,+389 76 377 330,"['Monday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: Closed']",,OPERATIONAL,4.2,266,"[{'review_author': 'Sonja Zmejkoska', 'rating': '5', 'text': ""Excellent place away from the city traffic. Good vine, delicious food, and comfortable purple ambient. It's so private too. Simply, so much ideal for dinner, lunch, wedding ect."", 'relative_time_description': '5 years ago'}, {'review_author': 'Frederika Trajkovska', 'rating': '5', 'text': 'Good food and atmosphere. Staff is friendly and they have fast service. Prices are okay.', 'relative_time_description': 'a year ago'}, {'review_author': 'Slobodan Lopatichki', 'rating': '4', 'text': 'Very fancy place, with good food, if u like to have a nice quiet lunch or dinner for low price its the plave to go.', 'relative_time_description': '3 years ago'}, {'review_author': 'aleksandar nikolic', 'rating': '1', 'text': 'Waiter is with stiky fingers', 'relative_time_description': '3 months ago'}, {'review_author': 'Tocke “TQ” 76', 'rating': '5', 'text': 'Good service. Affordable prices. Excellent food. Available variety of size in food portions.', 'relative_time_description': '4 years ago'}]",True,41.0475436,21.3472231
71,ChIJtdjWkI7rVhMRAOtpgrOb3gk,Pirgan,"['food', 'point_of_interest', 'establishment']","Народен Херој, MK, Орде Чопела бб, Prilep",070 353 218,+389 70 353 218,"['Monday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20093:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']",https://winery-362.business.site/?utm_source=gmb&utm_medium=referral,OPERATIONAL,4.0,5,"[{'review_author': 'Ducati Corse', 'rating': '5', 'text': 'Great winery....beautiful wines and a great place.', 'relative_time_description': 'a year ago'}, {'review_author': 'Guliola Lena', 'rating': '5', 'text': '', 'relative_time_description': 'a year ago'}, {'review_author': 'Vasko Krsteski', 'rating': '1', 'text': '', 'relative_time_description': '2 years ago'}, {'review_author': 'Ivana Joleska', 'rating': '5', 'text': '', 'relative_time_description': '2 years ago'}, {'review_author': 'Jovan Veleski', 'rating': '4', 'text': '', 'relative_time_description': '3 years ago'}]",,41.365444,21.5155086
